abstract,access_type,article_number,authors,citing_paper_count,conference_dates,conference_location,content_type,doi,download_count,eisbn,eissn,end_page,html_url,index_terms,is_open_access,isbn,issn,issue,pdf_url,publication_date,publication_title,publication_year,publisher,start_page,title,volume
[::Artificial::] [::intelligence::] (AI) shape the business enterprises and enable in realizing enhanced growth and development. It has been observed that the application of AI enables in influencing the organizational culture in an effective manner thereby enhancing the working environment which will lead to better productivity and output. The implementation of AI support in enhancing the entrepr...,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9823894,Vijayalakshmi. S; Faez Hasan; Priyadarshini M. S; Durga S; Vivek Verma; Venkateswararao Podile,0,,,IEEE Conferences,10.1109/ICACITE53722.2022.9823894,121,,,2573,,,False,,,,,28-29 April 2022,2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),2022,IEEE,2570,Strategic Evaluation of Implementing Artificial Intelligence Towards Shaping Entrepreneurial Development During Covid- 19 Outbreaks,
"Advanced healthcare technologies, including [::artificial::] [::intelligence::] (AI), the Internet of Things (IoT), big data, and deep learning, are required to counter and even prepare for new illnesses. As a result, we are examining IA&#39;s capacity to control and manage COVID-19 (Coronavirus) and other emerging pandemics. Using COVID-19 or Coronavirus and [::Artificial::] [::Intelligence::] or AI ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9702642,Bobbinpreet Kaur; Amit Verma,0,,,IEEE Conferences,10.1109/ICIIP53038.2021.9702642,182,,,297,,,False,,,,,26-28 Nov. 2021,2021 Sixth International Conference on Image Information Processing (ICIIP),2021,IEEE,293,Artificial Intelligence in the Fight Against Covid-19 (Coronavirus),6
"[::Artificial::] [::Intelligence::] (AI) models can learn from data and make decisions without any human intervention. However, the deployment of such models is challenging and risky because we do not know how the internal decisionmaking is happening in these models. Especially, the high-risk decisions such as medical diagnosis or automated navigation demand explainability and verification of the ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9302808,Rabia Saleem; Bo Yuan; Fatih Kurugollu; Ashiq Anjum,0,,,IEEE Conferences,10.1109/UCC48980.2020.00070,162,,,448,,,False,,,,,7-10 Dec. 2020,2020 IEEE/ACM 13th International Conference on Utility and Cloud Computing (UCC),2020,IEEE,446,Explaining probabilistic Artificial Intelligence (AI) models by discretizing Deep Neural Networks,
"Studying and applying [::artificial::] [::intelligence::] techniques to solve the accuracy problem of computer network error diagnosis and optimize network performance, a core problem. Six algorithms to solve four major problems (physical connection errors, configuration errors, network overload errors, security attack errors) for network error detection and optimization have been investigated and...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11136357,Xiaojun Li; Xiande Zhuo; Yaling Zhang; Jinyi Cheng,0,,,IEEE Conferences,10.1109/ICICKE65317.2025.11136357,1,,,5,,,False,,,,,6-7 June 2025,2025 International Conference on Intelligent Computing and Knowledge Extraction (ICICKE),2025,IEEE,1,Artificial Intelligence Helps Computer Network Fault Diagnosis and Optimization,
"Fuzzy Logic is a many valued logic and it is very similar to human reasoning which is not binary. It uses approximate measures rather than exact, making it suitable for linguistic variable and analysis. It has been applied to many applications in [::artificial::] [::intelligence::], control and robotics. In this paper, the authors develop an [::artificial::] [::intelligence::] using multiple fuzzy...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",7372985,Ryan Rhay P. Vicerra; Kanny Krizzy A. David; Angelo R. dela Cruz; Edison A. Roxas; Kristan Bryan C. Simbulan; Argel A. Bandala; Elmer P. Dadios,0,,,IEEE Conferences,10.1109/TENCON.2015.7372985,430,,,7,,,False,,,,,1-4 Nov. 2015,TENCON 2015 - 2015 IEEE Region 10 Conference,2015,IEEE,1,A multiple level MIMO fuzzy logic based intelligence for multiple agent cooperative robot system,
"Agenda 2030, aimed at sustainable and inclusive development through seventeen SDGs formulated by the United Nations (UN), has become a massive challenge for most nations around the world. Many countries are setting a plan of action for achieving carbon neutrality by 2050. Due to this, industries are under immense pressure to mitigate harmful emissions and incorporate SD in their business activitie...","{'type': 'locked', 'message': 'Full text access may be available.'}",10790802,Rubee Singh; Kishore Kumar; Shahbaz Khan,0,,,De Gruyter Books,,0,,,196,,,False,,,,,,[::Artificial::] [::Intelligence::] Enabled Management: An Emerging Economy Perspective,2024,De Gruyter,183,Chapter 12 A Comprehensive View of Artificial Intelligence (AI)–Based Technologies for Sustainable Development Goals (SDGs),
"This study aims to enhance the digital ethical literacy of archival management personnel in the AI era. By constructing a three-dimensional literacy model (“Awareness-Skills-Responsibility”) based on the Technology Acceptance Model and Responsibility Ethics Theory, the research addresses the challenges of AI governance in archival management. A case study was conducted to validate the effectivenes...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11189544,Qianyikun Liu; Lijing Jiang,0,,,IEEE Conferences,10.1109/ICAIDE65466.2025.11189544,0,,,81,,,False,,,,,29-31 May 2025,2025 International Conference on [::Artificial::] [::Intelligence::] and Digital Ethics (ICAIDE),2025,IEEE,74,Enhancing Digital Ethical Competency of Archival Professionals in the Era of Artificial Intelligence,
"IMAGINE IF TECHNOLOGY could warn teachers if a child was about to ""kick off"". If an intelligent system could flag to staff that a combination of factors — a family row the night before, a missed breakfast, conflict with peers at school — meant that this child might need a different approach in class.","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9690375,Helena Pozniak,0,,,IET Magazines,10.1049/et.2021.0507,194,,,47,,,False,,,5,,June 2021,Engineering & Technology,2021,IET,44,"Can AI be used to tackle racism? Artificial intelligence, used within the education sector and in the hiring process, prompts questions about its potential to do more good than harm",16
,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",593648,D.P. Mital; Goh Wee Leng,0,,,IEEE Conferences,10.1109/IROS.1988.593648,55,,,514,,,False,,,,,31 Oct.-2 Nov. 1988,IEEE International Workshop on Intelligent Robots,1988,IEEE,509,A Voice-activated Robot With Artificial Intelligence,
"Beyond being merely trendy terms in technology, machine learning (ML) and [::artificial::] [::intelligence::] (AI) have directly influenced every industry. This article thus demystifies the true meaning of these technologies by sifting through the sultry descriptions. Here, we explore how AI and ML enhance efficiency, decision-making, and problem-solving in various sectors including health, Agricu...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10730334,Rahul Dattangire; Ruchika Vaidya; Divya Biradar; Ashish Joon,0,,,IEEE Conferences,10.1109/ACET61898.2024.10730334,81,,,6,,,False,,,,,23-24 Aug. 2024,2024 1st International Conference on Advanced Computing and Emerging Technologies (ACET),2024,IEEE,1,Exploring the Tangible Impact of Artificial Intelligence and Machine Learning: Bridging the Gap between Hype and Reality,
"This review paper examines the transformative role of [::artificial::] [::intelligence::] (AI) and dynamic ensemble techniques in enhancing healthcare services. By systematically reviewing literature and case studies from the past decade, we explore how these advanced computational methods improve diagnostic accuracy, personalize treatment plans, and optimize patient monitoring. Dynamic ensemble t...","{'type': 'open-access', 'message': 'Open Access'}",10636161,Haseeb Javed; Hafiz Abdul Muqeet; Amirhossein Danesh; Atiq Ur Rehman; Tahir Javed; Amine Bermak,0,,,IEEE Journals,10.1109/ACCESS.2024.3443812,1551,,,141087,,,False,,,,,2024,IEEE Access,2024,IEEE,141064,Impact of AI and Dynamic Ensemble Techniques in Enhancing Healthcare Services: Opportunities and Ethical Challenges,12
"Complex relationships among variables in the field of environmental engineering and water management sector foster numerous advantages when harnessing AI tools in modeling. Non-linear correlation among parameters proposed for ecological state prediction propose utilizing of [::Artificial::] [::Intelligence::]-based models. Given the highly intricate and dynamic nature of water environments, effect...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10612379,Ivana Krtolica; Milovan Medojević,0,,,IEEE Conferences,10.23919/SpliTech61897.2024.10612379,54,,,5,,,False,,,,,25-28 June 2024,2024 9th International Conference on Smart and Sustainable Technologies (SpliTech),2024,IEEE,1,Enhancing Precision in Artificial Intelligence – Based Water Quality Prediction: The Advantages of Hybrid Modeling Approaches– Review*,
"This paper focuses on the dependability analysis and verification technology of [::artificial::] [::intelligence::] software. Aiming at the dependability problems caused by the uncontrollable algorithm output of [::artificial::] [::intelligence::] software, misguided learning models and unpredictable software defects, as well as the current intelligent software testing and verification requirement...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10076958,Yaming Zhang; Lijin Wu; Xiaomei Shen; Zehua Shen; Tongli Tang,0,,,IEEE Conferences,10.1109/QRS-C57518.2022.00041,171,,,232,,,False,,,,,5-9 Dec. 2022,"2022 IEEE 22nd International Conference on Software Quality, Reliability, and Security Companion (QRS-C)",2022,IEEE,226,Dependability Analysis and Verification Technology of Artificial Intelligence Software,
"With the vigorous development of global trade, the scale of cross-border e-commerce platform users is increasing, and the user needs and behavior characteristics are becoming more complex and diverse. Accurately constructing user portraits is of great significance for improving platform marketing effect, optimizing product recommendation and enhancing user experience. However, the traditional e-co...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11034484,Hui Zhang,0,,,IEEE Conferences,10.1109/ICAID65275.2025.11034484,15,,,11,,,False,,,,,25-27 April 2025,"2025 4th International Conference on [::Artificial::] [::Intelligence::], Internet and Digital Economy (ICAID)",2025,IEEE,8,Research on the Construction of User Portrait of Cross-border E-commerce Platform Based on Artificial Neural Network,
"Initiatives on [::artificial::] [::intelligence::] (AI) education continue to grow globally within the compulsory level of education. Yet, limited research focuses on teachers expected to facilitate AI in classrooms. This study examined the perspective of STEM and non-STEM teachers to understand these teachers&#39; thinking about AI. Considering teachers across disciplines is important since the teach...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10293455,Musa Adekunle Ayanwale; Ismaila Temitayo Sanusi,0,,,IEEE Conferences,10.1109/AFRICON55910.2023.10293455,443,,,5,,,False,,,,,20-22 Sept. 2023,2023 IEEE AFRICON,2023,IEEE,1,Perceptions of STEM vs. Non-STEM Teachers Toward Teaching Artificial Intelligence,
"[::Artificial::] [::intelligence::] (AI) assists organizations with offering significant advantages to customers, for example, well-being observing with wearable gadgets, exhortation with recommended frameworks, inner harmony with brilliant family items, and comfort with voice-initiated menial helpers. Nonetheless, while AI should be visible as an impartial apparatus to be assessed on proficiency ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9888893,Abdulhameed Baqi; Marwan M. Abdeldayem; Saeed Hameed Aldulaimi,0,,,IEEE Conferences,10.1109/ICETSIS55481.2022.9888893,283,,,4,,,False,,,,,22-23 June 2022,2022 ASU International Conference in Emerging Technologies for Sustainability and Intelligent Systems (ICETSIS),2022,IEEE,1,Embedding Artificial Intelligence and Green Ideology in Formulating Corporate and Marketing Strategies,
"A chatbot (Also known as Chatterbox) is a computer program which conducts communication between a human and machine, commonly through aural or textual methods. Chatbots are becoming popular since they have the potential to save any individual&#39;s hassle and time by automating mundane errands. Chatbots have been witnessing an era of highest demand powered by either a set of responses and rules that a...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",8473172,Wasudeo Rahane; Sayali Patil; Komal Dhondkar; Tanvi Mate,0,,,IEEE Conferences,10.1109/ICICCT.2018.8473172,450,,,605,,,False,,,,,20-21 April 2018,2018 Second International Conference on Inventive Communication and Computational Technologies (ICICCT),2018,IEEE,601,Artificial Intelligence Based Solarbot,
"Emotion, a crucial element of mental health, is not often explored in the field of immersive Virtual Reality (iVR). Enabling personalized affective iVR experiences may be incredibly useful for the expansion and evaluation of serious games. To further this direction of research, we present a playable iVR experience in which the user evaluates the emotion of images through an immersive Self-Assessme...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9320166,Aviv Elor; Asiiah Song,0,,,IEEE Conferences,10.1109/FG47880.2020.00091,473,,,576,,,False,,,,,16-20 Nov. 2020,2020 15th IEEE International Conference on Automatic Face and Gesture Recognition (FG 2020),2020,IEEE,572,iSAM: Personalizing an Artificial Intelligence Model for Emotion with Pleasure-Arousal-Dominance in Immersive Virtual Reality,
"A mastery of consumer behaviour analysis and the ability to personalise the customer experience are prerequisites for success in today&#39;s cutthroat business climate. In order to improve the customer experience and make purchase predictions, this research explores the world of [::artificial::] [::intelligence::]. Using a systematic three-step technique, this study aims to improve consumer purchase p...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10522362,Varun Malik; Ruchi Mittal; Rishi Chaudhry; Suman Avdhesh Yadav,0,,,IEEE Conferences,10.1109/ICRITO61523.2024.10522362,286,,,5,,,False,,,,,14-15 March 2024,"2024 11th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)",2024,IEEE,1,Predicting Purchases and Personalizing the Customer Journey with Artificial Intelligence,
"One of the most well-known and popular crypto money, that is also a digital currency enabled in 2009, is Bitcoin. Over time, many alternatives to Bitcoin have been developed. The blockchain system, which is a very important technology for crypto money transfer, provides many different possibilities besides providing transaction from one point to another without any intermediary. Block chaining is ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",8404719,Burcu Sakiz; Esra Kutlugün,0,,,IEEE Conferences,10.1109/SIU.2018.8404719,897,,,4,,,False,,,,,2-5 May 2018,2018 26th Signal Processing and Communications Applications Conference (SIU),2018,IEEE,1,Bitcoin price forecast via blockchain technology and artificial intelligence algorithms,
"The impulse of so many organizations across nearly every sector of society to promulgate principles in response to the ascendance of [::artificial::] [::intelligence::] is understandable and predictable. There is some utility in public commitments to universal values in the context of AI, and common principles can lay a foundation for societal change. But ultimately what is missing is not knowledg...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9539878,Ryan Calo,0,,,IEEE Journals,10.1109/TTS.2021.3113288,993,,,174,,,False,,,4,,Dec. 2021,IEEE Transactions on Technology and Society,2021,IEEE,171,Artificial Intelligence and the Carousel of Soft Law,2
"Recent developments in the field of machine learning andwearable sensor technology have led to a renewed interest in the efficient monitoring of cattle health conditions. Wearable inertial sensors are particularly suited for a noninvasive solution to assess cattle health by continuously providing their daily behavior information. However, current classification methods have limitations in terms of...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10414183,Zhonghao Shi; Fangyuan Chang; Yuanzheng Jia; Jun Li; Yawei Qiu; Jinfeng Miao; Wei Jiang; Xiaojun Guo; Xiangan Han; Wei Tang,0,,,IEEE Journals,10.1109/LSENS.2024.3358619,834,,,4,,,False,,,3,,March 2024,IEEE Sensors Letters,2024,IEEE,1,Classifying and Understanding of Dairy Cattle Health Using Wearable Inertial Sensors With Random Forest and Explainable Artificial Intelligence,8
"Fundamentals of [::artificial::] [::intelligence::] in power transformers smart design such as a generative design methods and models, methods of creating digital twins of power transformers, parametric and structural optimization by means of genetic algorithm are described. Ramified equivalent circuit models are used for modeling steady state and transient physical processes in power transformers...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9216245,Alexey Stulov; Andrey Tikhonov; Irina Snitko,0,,,IEEE Conferences,10.1109/UralCon49858.2020.9216245,673,,,38,,,False,,,,,22-24 Sept. 2020,2020 International Ural Conference on Electrical Power Engineering (UralCon),2020,IEEE,34,Fundamentals of Artificial Intelligence in Power Transformers Smart Design,
"The Indian Stock market, with over 5000 listed companies, where sorting of companies requires analysis of numerous financial parameters and ratios, is an example of a database from which single sub set or group of companies need to be found out for investing. With growing popularity of [::artificial::] [::intelligence::] in stock trading, it has been applied heavily into stock market for picking s...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",7807824,Anup Rokade; Akshay Malhotra; Ankita Wanchoo,0,,,IEEE Conferences,10.1109/RTEICT.2016.7807824,566,,,266,,,False,,,,,20-21 May 2016,"2016 IEEE International Conference on Recent Trends in Electronics, Information & Communication Technology (RTEICT)",2016,IEEE,262,Enhancing portfolio returns by identifying high growth companies in Indian stock market using artificial intelligence,
"It is a concern that Japanese high-level agriculture represented by high-sugar tomato cultivation will not be inherited by new farmers and will be lost due to the aging of Japanese agricultural workers. [::Artificial::] [::intelligence::] (AI) models for irrigation control have been proposed to automate high-sugar tomatoes cultivation. The traditional AI models have been run on the cloud, which re...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9394334,Takaaki Kawai; Hiroshi Mineno,0,,,IEEE Conferences,10.1109/MSN50589.2020.00046,333,,,219,,,False,,,,,17-19 Dec. 2020,"2020 16th International Conference on Mobility, Sensing and Networking (MSN)",2020,IEEE,214,Evaluation environment using edge computing for artificial intelligence-based irrigation system,
"[::Artificial::] [::Intelligence::] is a growing field in technology that mimics the human neural network in order to deduct patterns based on specific datasets. Unlike conventional methods of programming where the code is told explicit rules, AI uses data to predict processes. However, due to AI&#39;s prediction of future behavior, it is highly susceptible to data tampering from adversaries who may f...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9375929,Muat Obaidat; Nila Singh; George Vergara,0,,,IEEE Conferences,10.1109/CCWC51732.2021.9375929,428,,,1230,,,False,,,,,27-30 Jan. 2021,2021 IEEE 11th Annual Computing and Communication Workshop and Conference (CCWC),2021,IEEE,1226,Artificial Intelligence Bias Minimization Via Random Sampling Technique of Adversary Data,
"This paper describes the implementation of an [::artificial::] [::intelligence::] (AI) technique known as Genetic Algorithm (GA), used to solve randomly generated mazes that are of varying sizes and complexity. To evaluate the effectiveness of the GA, several non-AI techniques are implemented such as Depth-First Search (DFS), Breadth-First Search (BFS), A-Star Algorithm (A*), Dijkstra Algorithm (D...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9134044,M.N. Sagming; R. Heymann; E. Hurwitz,0,,,IEEE Conferences,10.1109/AFRICON46755.2019.9134044,931,,,7,,,False,,,,,25-27 Sept. 2019,2019 IEEE AFRICON,2019,IEEE,1,Visualising and Solving a Maze Using an Artificial Intelligence Technique,
"The activities related to medical device market can be divided into pre-market and post-market surveillance. Pre-market processes have been defined by Medical Device Directives since 1992. These directives define all aspects of medical device design, production, testing, approval and certification. Appropriate standards have been adopted to support these activities. The CE mark issued by European ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9460138,Lejla Gurbeta Pokvić; Amar Deumić; Budimir Lutovac; Almir Badnjević,0,,,IEEE Conferences,10.1109/MECO52532.2021.9460138,501,,,4,,,False,,,,,7-10 June 2021,2021 10th Mediterranean Conference on Embedded Computing (MECO),2021,IEEE,1,Possibility of Managing Medical device Post-market Surveillance using Artificial Intelligence and Standardized Methodology,
"Optical Camera Communication (OCC) is promising to be the candidate for vehicular wireless communication due to its low cost, unlicensed spectrum and safe for human. Our most recent approach is to add region-of-interest (RoI) signaling functionality for cars via either headlight or taillight using hybrid of a low-rate waveform and high-rate waveform, which is already standardized in IEEE 802.15.7 ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",8806169,Tung Lam Pham; Trang Nguyen; Minh Duc Thieu; Huy Nguyen; Hoan Nguyen; Yeong Min Jang,0,,,IEEE Conferences,10.1109/ICUFN.2019.8806169,575,,,140,,,False,,,,,2-5 July 2019,2019 Eleventh International Conference on Ubiquitous and Future Networks (ICUFN),2019,IEEE,137,An Artificial Intelligence-based Error Correction for Optical Camera Communication,
"Diagnostics and prognostics of electrical energy conversion systems are moving forward with the rapid development of IT and [::artificial::] [::intelligence::] possibilities. This also broadens the horizons for classical and advanced condition and operation monitoring techniques, resulting in more accurate fault detection, degradation prognosis and calculation of remaining life of energy conversio...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9069566,Toomas Vaimann; Anton Rassõlkin; Ants Kallaste; Raimondas Pomarnacki; Anouar Belahcen; Van Khang Hyunh,0,,,IEEE Conferences,10.1109/IWED48848.2020.9069566,359,,,4,,,False,,,,,27-30 Jan. 2020,2020 27th International Workshop on Electric Drives: MPEI Department of Electric Drives 90th Anniversary (IWED),2020,IEEE,1,Artificial Intelligence in Monitoring and Diagnostics of Electrical Energy Conversion Systems,
"Silent Data Errors (SDEs) are a unique category of errors that result in unpredictable system behavior that is often difficult to detect. SDEs can represent a serious concern to at-scale compute in data center operations. [1], [2] This paper reviews data collected on SDE impacts to [::Artificial::] [::Intelligence::] (AI) workloads and Intel&#39;s SDE mitigation tools available for use in the data cen...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10529375,B. Bittel; M. Shamsa; B. Inkley; A. Gur; D. Lerner; M. Adams,0,,,IEEE Conferences,10.1109/IRPS48228.2024.10529375,352,,,5,,,False,,,,,14-18 April 2024,2024 IEEE International Reliability Physics Symposium (IRPS),2024,IEEE,1,Data Center Silent Data Errors: Implications to Artificial Intelligence Workloads & Mitigations,
"Water resources quality assessment is a topic very complex, as it demands a great variety of parameters to be analyzed. In this context, the grey clustering method, which is based on grey systems theory, offers an interesting alternative to assess water quality using [::artificial::] [::intelligence::] criteria. In this study, we assess water quality from Santa river watershed according to paramet...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",8247310,Alexi Delgado; Diana Vriclizar; Edgar Medina,0,,,IEEE Conferences,10.1109/ECON.2017.8247310,680,,,4,,,False,,,,,22-24 Nov. 2017,2017 Electronic Congress (E-CON UNI),2017,IEEE,1,Artificial intelligence model based on grey systems to assess water quality from Santa river watershed,
"It’s a fact that [::Artificial::] [::Intelligence::] is something which is on peak nowadays, in any field whether it was manufacturing, marketing, Industry or even in gaming it is taking its chores at utmost levels. But what about one of the major concerns which is Agriculture. If we see the rate of dependencies of farming that what a percentage of whole worlds sharing in fact that how much a agri...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9725655,Swasti Singhal; Laxmi Ahuja; Nilotpal Pathak,0,,,IEEE Conferences,10.1109/ICAC3N53548.2021.9725655,445,,,671,,,False,,,,,17-18 Dec. 2021,"2021 3rd International Conference on Advances in Computing, Communication Control and Networking (ICAC3N)",2021,IEEE,668,Impact of Artificial Intelligence and IOT in Agriculture,
"Early and accurate diagnosis of Autism spectrum disorder (ASD) is crucial, but current diagnoses are subjective, time-consuming, and expensive. Recent studies used deep learning for facial images to diagnose ASD. However, the criteria are still unclear. To address these issues, we applied an explainable [::artificial::] [::intelligence::] technique to four convolutional neural networks (MobileNet,...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10200203,Hyebin Kang; Minuk Yang; Geun-Hyeon Kim; Tae-Soo Lee; Seung Park,0,,,IEEE Conferences,10.1109/ICUFN57995.2023.10200203,334,,,630,,,False,,,,,4-7 July 2023,2023 Fourteenth International Conference on Ubiquitous and Future Networks (ICUFN),2023,IEEE,625,DeepASD: Facial Image Analysis for Autism Spectrum Diagnosis via Explainable Artificial Intelligence,
"Experience design is a vital factor in improving course material understanding in educational game design. In Role-Playing Game (RPG) educational games, the activity is one of the main elements in shaping the experience. However, the absence of a model for activity design in educational RPG causes the resulting activities to be poorly conceived and lack of synchronization between gaming and educat...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",8985935,Hanny Haryanto; Umi Rosyidah; Acun Kardianawati,0,,,IEEE Conferences,10.1109/ICIC47613.2019.8985935,303,,,6,,,False,,,,,16-17 Oct. 2019,2019 Fourth International Conference on Informatics and Computing (ICIC),2019,IEEE,1,Immersive Activities in Educational Role-Playing Game Based on Appreciative Learning and Artificial Intelligence,
"In this paper, wind turbine power output is predicted using [::Artificial::] [::intelligence::] (AI) techniques. The AI techniques used for predictions are Machine Learning (ML) algorithm and Deep Learning (DL). In ML, polynomial regression is used and Long Short Term Memory(LSTM) was used in DL. This forecasting is long-term forecasting that uses three years of data collected from NIWE (National ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9851008,Tejas Bhardwaj; Sumit Mehenge; B. Sri Revathi,0,,,IEEE Conferences,10.1109/PECCON55017.2022.9851008,387,,,5,,,False,,,,,5-6 May 2022,2022 International Virtual Conference on Power Engineering Computing and Control: Developments in Electric Vehicles and Energy Sector for Sustainable Future (PECCON),2022,IEEE,1,Wind Turbine Power Output Forecasting Using Artificial Intelligence,
"English writing is a big challenge for the English as Foreign Language (EFL) learners due to the lack the lexical resources to inspire them for writing. However, we developed the mobile app, namely Smart UEnglish with the smart mechanisms by integrating multiple recognition technologies and [::artificial::] [::intelligence::] (AI) to help learners practice meaningful English writing in authentic c...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10067490,Wu-Yuin Hwang; Rio Nurtantyana,0,,,IEEE Conferences,10.1109/InCIT56086.2022.10067490,281,,,383,,,False,,,,,10-11 Nov. 2022,2022 6th International Conference on Information Technology (InCIT),2022,IEEE,379,The integration of multiple recognition technologies and artificial intelligence to facilitate EFL writing in authentic contexts,
"In this article, we show how research on [::artificial::] [::intelligence::] (AI), machine learning (ML), and deep learning (DL) has been used to develop consumer electronics (CE) technology from 1985 to 2022. The most significant themes for CE are discovered by a combination of quantitative and qualitative methods. The examination of the subject was based on quantitative data groups and themes. I...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10315325,Brij B. Gupta; Akshat Gaurav; Varsha Arya; Kwok Tai Chui,0,,,IEEE Conferences,10.1109/GCCE59613.2023.10315325,190,,,1013,,,False,,,,,10-13 Oct. 2023,2023 IEEE 12th Global Conference on Consumer Electronics (GCCE),2023,IEEE,1011,"Recent Research on Artificial Intelligence, Machine Learning, and Deep Learning in Consumer Electronics Technology",
"There are millions of visually impaired persons worldwide, and their numbers are continually increasing due to the ageing of the baby-boomer generation. The Internet may be extremely beneficial to blind individuals because it allows them to achieve things that they would otherwise be unable to complete without the assistance of others (such as reading mail or managing bank accounts). Education ser...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10064545,Tejal Tiwary; Ranjendra Prasad Mahapatra,0,,,IEEE Conferences,10.1109/ICICT55121.2022.10064545,670,,,5,,,False,,,,,11-12 Nov. 2022,2022 3rd International Conference on Issues and Challenges in Intelligent Computing Techniques (ICICT),2022,IEEE,1,Web Accessibility Challenges for Disabled and Generation of Alt Text for Images in Websites using Artificial Intelligence,
"Living in an age of rapid digitization where technology has infiltrated every field there is, and our homes are no different. Internet of Things, [::Artificial::] [::Intelligence::] and Augmented Reality are in the boom, now more so than ever, highly popular among both giant corporations and aspiring young engineers, especially because of the continuous experimentations that are being done and the...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9155916,Aparna Natarajan; Anurag Saideep; K. Sandeep Reddy,0,,,IEEE Conferences,10.1109/ICESC48915.2020.9155916,641,,,28,,,False,,,,,2-4 July 2020,2020 International Conference on Electronics and Sustainable Communication Systems (ICESC),2020,IEEE,23,Artificial Intelligence and Augmented Reality driven Home Automation,
Our aim is to explore the role [::Artificial::] [::Intelligence::] has on widening the gender inequality gap that currently exists in the field of Information Technology. This study builds on the ‘Advancement of Women in Technology (AWT) framework and ‘The implicit bias theory to explore women&#39;s ability and willingness to enter and remain in an AI related career. By conducting semi-structured inte...,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10293367,Isi Idemudia; Chioma Onoshakpor,0,,,IEEE Conferences,10.1109/AFRICON55910.2023.10293367,313,,,3,,,False,,,,,20-22 Sept. 2023,2023 IEEE AFRICON,2023,IEEE,1,"Gender, Workforce and Artificial Intelligence",
"Virtual Reality (VR) has been gaining interest of gamers and as well as for game developers day by day because of its uniqueness and simulated environment in which users can interact with different 3D objects. As to this day a vast number of games have been developed that consist VR technology. To share the gaming experience, the internet has been widely adopted because it allows users to interact...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",8628394,Muhammad Zeerak Khan; Faizan Hassan; Muhammad Usman; Usman Ansari; Shaheena Noor,0,,,IEEE Conferences,10.1109/MACS.2018.8628394,786,,,5,,,False,,,,,24-25 Nov. 2018,"2018 12th International Conference on Mathematics, Actuarial Science, Computer Science and Statistics (MACS)",2018,IEEE,1,Virtual Reality in Multiplayer Carrom Game with Artificial Intelligence,
